X,Y,Depth (m)
363572.2040978074,5800829.100845503,4.89
363571.5082099271,5800829.154611055,4.92
363570.8031589235,5800829.197500625,4.99
363570.108233198,5800829.236771085,5.03
363569.4247643135,5800829.271272601,5.10
363568.7153838713,5800829.280893111,5.14
363568.0021626669,5800829.299523835,5.22
363567.301179576,5800829.267732069,5.28
363566.5920800732,5800829.262876451,5.34
363565.8675906161,5800829.268463738,5.42
363565.1352310607,5800829.309884152,5.50
363564.39763762115,5800829.359240384,5.59
363563.6568307491,5800829.366392688,5.70
363562.89447256824,5800829.3830455085,5.80
363562.1421819242,5800829.369369453,5.95
363561.4084985158,5800829.362969208,6.03
363560.6581590163,5800829.345900442,6.13
363559.8899550106,5800829.323761484,6.23
363559.1392729859,5800829.318945143,6.28
363558.3776883227,5800829.338916167,6.30
363557.62607497914,5800829.349707468,6.32
363556.87455400033,5800829.363835249,6.36
363556.11798769346,5800829.368086059,6.39
363555.3880218188,5800829.348228105,6.43
363554.6512172025,5800829.302961195,6.41
363553.9258347923,5800829.276298719,6.42
363553.21286747186,5800829.254857501,6.50
363552.4817855179,5800829.243934664,6.56
363551.7502033243,5800829.264189048,6.60
363551.0295507258,5800829.285253918,6.62
363550.2901369141,5800829.293482634,6.66
363549.5399512434,5800829.281976166,6.68
363548.7877490477,5800829.296124037,6.73
363548.04842759896,5800829.307689454,6.75
363547.29941196693,5800829.338443936,6.79
363546.5435192345,5800829.39164841,6.81
363545.7943804492,5800829.417954635,6.85
363545.06248658773,5800829.4515743265,6.88
363544.3260092548,5800829.491998874,6.91
363543.5950391588,5800829.558982423,6.93
363542.8526738516,5800829.632959428,6.95
363542.11204416596,5800829.695758753,6.96
363541.3854495309,5800829.699181975,6.96
363540.66898014274,5800829.698986037,6.97
363539.9545542755,5800829.69873362,7.01
363539.22185611073,5800829.7279245565,7.00
363538.51680153573,5800829.795304277,6.99
363537.8129208407,5800829.880459178,7.00
363537.0765901039,5800829.975416471,7.01
363536.3630190311,5800830.055275027,6.99
363535.6361669196,5800830.123258712,7.00
363534.92194921325,5800830.179762931,7.02
363534.2165252076,5800830.233797812,7.01
363533.4975122096,5800830.264836619,7.02
363532.77407342836,5800830.283755365,7.02
363532.0342248562,5800830.300902653,7.01
363531.281341573,5800830.31507206,7.00
363530.53409245866,5800830.335763415,7.00
363529.7706835987,5800830.339094771,7.04
363529.0288530902,5800830.358523338,7.06
363528.2623463017,5800830.373070449,7.07
363527.500542472,5800830.409746929,7.09
363526.73495588254,5800830.48214344,7.12
363525.9725251519,5800830.5700343205,7.13
363525.2049258702,5800830.643599778,7.15
363524.444638415,5800830.685799613,7.17
363523.6938566229,5800830.726623365,7.19
363522.9559555716,5800830.764864594,7.21
363522.22464705224,5800830.819617986,7.21
363521.51005266263,5800830.911749755,7.21
363520.7839362711,5800831.030912073,7.24
363520.07797798724,5800831.1394995125,7.24
363519.3703186099,5800831.235891445,7.25
363518.66071175423,5800831.311190907,7.26
363517.97163255885,5800831.389260924,7.27
363517.2935753722,5800831.471477707,7.26
363516.59594891686,5800831.560914358,7.28
363515.9231871781,5800831.637419814,7.27
363515.20711105596,5800831.700656215,7.28
363514.5045116756,5800831.708983774,7.28
363513.80408261943,5800831.697217793,7.27
363513.11796183354,5800831.660570237,7.29
363512.41629720374,5800831.628805138,7.29
363511.70199822605,5800831.608519775,7.28
363510.991320707,5800831.595925041,7.28
363510.2872429241,5800831.550871384,7.27
363509.57174631825,5800831.462728076,7.27
363508.8715091474,5800831.408664462,7.28
363508.1540885819,5800831.349511967,7.26
363507.403598417,5800831.302405173,7.26
363506.67372828536,5800831.261405267,7.25
363505.9257471812,5800831.206438387,7.25
363505.1874292727,5800831.13117046,7.24
363504.43995161506,5800831.020541154,7.23
363503.6724698774,5800830.926047621,7.23
363502.9079864613,5800830.865973366,7.23
363502.1573421323,5800830.813306763,7.23
363501.39384785865,5800830.7643350875,7.23
363500.634101799,5800830.703017003,7.22
363499.8610710306,5800830.654309687,7.21
363499.0806977901,5800830.635856158,7.20
363498.30331939633,5800830.676307439,7.19
363497.51228317816,5800830.74050958,7.21
363496.72381766373,5800830.799075779,7.18
363495.9365640185,5800830.827558231,7.19
363495.1513574169,5800830.83149868,7.20
363494.3677595848,5800830.844298488,7.20
363493.5701959073,5800830.869727958,7.18
363492.7835240287,5800830.943826749,7.18
363492.02298325044,5800831.026105683,7.17
363491.26203855,5800831.118412691,7.19
363490.53367055405,5800831.1808801675,7.18
363489.82957844366,5800831.233771556,7.17
363489.1265406532,5800831.275504101,7.18
363488.3953247762,5800831.33359888,7.15
363487.6467337312,5800831.428903195,7.16
363486.90139456256,5800831.518552679,7.18
363486.1219693284,5800831.583548021,7.16
363485.35004050063,5800831.623850404,7.15
363484.57210778736,5800831.644285676,7.15
363483.7905227572,5800831.655918442,7.16
363483.0148834679,5800831.66070879,7.15
363482.2403908853,5800831.657676676,7.14
363481.45156281407,5800831.653928803,7.13
363480.67085066735,5800831.623244858,7.13
363479.8901076993,5800831.591448914,7.12
363479.125154968,5800831.5636675935,7.12
363478.3492418085,5800831.533964053,7.10
363477.56592812855,5800831.507804558,7.09
363476.79240076453,5800831.465792455,7.09
363476.0351257435,5800831.444476778,7.09
363475.30605273915,5800831.456882192,7.08
363474.6062976577,5800831.494073976,7.08
363473.87629020127,5800831.546572569,7.06
363473.13847834757,5800831.612643159,7.06
363472.41629932565,5800831.701653266,7.06
363471.6941169274,5800831.815149012,7.06
363470.9619291953,5800831.961198296,7.06
363470.2212901261,5800832.097465043,7.06
363469.47929213033,5800832.209284108,7.05
363468.7465533349,5800832.310830012,7.05
363467.9969666641,5800832.444006044,7.06
363467.2641595548,5800832.592298994,7.05
363466.5108522463,5800832.763419465,7.06
363465.7620017476,5800832.947772279,7.03
363465.05909811356,5800833.141982069,7.05
363464.3770611128,5800833.351195529,7.04
363463.69167991186,5800833.562727679,7.04
363463.02952032944,5800833.775842548,7.05
363462.3537406563,5800833.9648493985,7.06
363461.73963648325,5800834.165503376,7.07
363461.19241072214,5800834.368756513,7.06
363460.65370135923,5800834.559531054,7.06
363460.1195171127,5800834.71679105,7.06
363459.58465839707,5800834.825098906,7.06
363459.01475168567,5800834.923248068,7.06
363458.4469501404,5800835.0235649245,7.04
363457.89338833163,5800835.145746827,7.03
363457.32112339465,5800835.281802662,7.06
363456.73545067495,5800835.42602085,7.06
363456.1821662502,5800835.558212037,7.05
363455.6093126609,5800835.697623308,7.05
363455.0433291561,5800835.863555698,7.05
363454.46149049036,5800836.047735026,7.06
363453.82286457834,5800836.249069404,7.05
363453.1639300351,5800836.430932988,7.06
363452.4817772822,5800836.586728554,7.06
363451.78229037975,5800836.707389288,7.05
363451.0726783297,5800836.8316695765,7.05
363450.33972479415,5800836.925433387,7.04
363449.6067437554,5800836.99359965,7.04
363448.86999695026,5800836.975058329,7.04
363448.1445868717,5800836.922813771,7.03
363447.4014695141,5800836.846574489,7.03
363446.6550354257,5800836.798251586,7.03
363445.8958406187,5800836.781445654,7.02
363445.1329285238,5800836.778098532,7.01
363444.3626500216,5800836.754922088,7.00
363443.5986869635,5800836.738248625,6.98
363442.84741969255,5800836.7123197075,6.98
363442.08317927923,5800836.68563739,6.98
363441.3290948396,5800836.656447838,6.97
363440.57609539875,5800836.6172115635,6.98
363439.8095957126,5800836.582801375,6.96
363439.0538374903,5800836.5670142425,6.95
363438.27587784117,5800836.561859178,6.95
363437.50321672857,5800836.526507098,6.94
363436.7494435893,5800836.483953918,6.93
363435.97799071117,5800836.443003721,6.92
363435.2013689813,5800836.3877281975,6.91
363434.4390518935,5800836.332056419,6.90
363433.64964188554,5800836.282700371,6.89
363432.86759830493,5800836.253173874,6.87
363432.07688434276,5800836.230565608,6.83
363431.28818307404,5800836.20678872,6.87
363430.49493248423,5800836.166443398,6.84
363429.705707288,5800836.123760707,6.84
363428.90648017824,5800836.089146126,6.83
363428.09697061696,5800836.077076111,6.81
363427.2971823984,5800836.071414687,6.81
363426.48532111204,5800836.048280355,6.80
363425.6664015186,5800836.016437951,6.78
363424.8497443272,5800835.967838364,6.77
363424.03807106765,5800835.926891621,6.76
363423.205339858,5800835.913239969,6.75
363422.39146264,5800835.915760598,6.73
363421.57519973174,5800835.930590199,6.73
363420.7559995311,5800835.913225059,6.72
363419.93079516594,5800835.875992897,6.70
363419.1022157291,5800835.8399673775,6.68
363418.2754609253,5800835.820586058,6.67
363417.4503766615,5800835.812288332,6.65
363416.619654945,5800835.8219545735,6.64
363415.78503110213,5800835.83840695,6.62
363414.9779932733,5800835.866337685,6.61
363414.1816353828,5800835.910667196,6.58
363413.34431145317,5800835.9772786945,6.58
363412.53457355994,5800836.055368541,6.55
363411.7084874962,5800836.133911596,6.54
363410.87048244476,5800836.200542393,6.52
363410.03334660706,5800836.249341643,6.53
363409.1987505448,5800836.291392795,6.51
363408.3716813155,5800836.309863004,6.48
363407.5356643493,5800836.325242415,6.47
363406.7018480934,5800836.3216403965,6.43
363405.877318621,5800836.333362784,6.42
363405.0520463254,5800836.3428799445,6.41
363404.2424410424,5800836.351963022,6.40
363403.4301388237,5800836.386719409,6.36
363402.63700196974,5800836.4242836675,6.33
363401.843895946,5800836.462960174,6.32
363401.0428654724,5800836.486274793,6.32
363400.23483830993,5800836.503105615,6.29
363399.4264412542,5800836.506591119,6.29
363398.6286963903,5800836.500877708,6.26
363397.8239548248,5800836.488680503,6.25
363397.0169847761,5800836.469867344,6.21
363396.22642455564,5800836.45282543,6.19
363395.44357302174,5800836.443360802,6.18
363394.66632801783,5800836.414820319,6.16
363393.8894220813,5800836.398513286,6.14
363393.1169114403,5800836.393214303,6.12
363392.33285164984,5800836.389348533,6.09
363391.5617958226,5800836.387348393,6.07
363390.7989757373,5800836.387346041,6.05
363390.03052129084,5800836.3808221305,6.03
363389.26751922164,5800836.349661751,6.02
363388.51297165867,5800836.303798459,6.00
363387.75371750817,5800836.260291691,5.95
363387.0192292674,5800836.249487811,5.94
363386.32145684795,5800836.284411262,5.93
363385.64331221883,5800836.338824296,5.93
363384.94247007824,5800836.410561223,5.90
363384.21627035394,5800836.477436281,5.89
363383.4983710108,5800836.524047802,5.86
363382.7829218773,5800836.536089272,5.84
363382.0449073991,5800836.49644652,5.83
363381.3093739231,5800836.423345841,5.82
363380.5755448295,5800836.337955294,5.79
363379.84731924697,5800836.257974397,5.77
363379.13593509153,5800836.195334357,5.74
363378.41061326105,5800836.170921949,5.73
363377.67237699917,5800836.172466085,5.71
363376.91023796017,5800836.172447,5.69
363376.13379717077,5800836.148339036,5.69
363375.3679468649,5800836.112807853,5.66
363374.62529022736,5800836.053261334,5.64
363373.86185919447,5800835.982048103,5.63
363373.07867406745,5800835.911382612,5.63
363372.30003841856,5800835.857285757,5.59
363371.5040621723,5800835.817025453,5.54
363370.69037536404,5800835.777256258,5.58
363369.8840581349,5800835.732830991,5.55
363369.0627887599,5800835.665447886,5.55
363368.2507166575,5800835.585567208,5.52
363367.44140005397,5800835.506723247,5.50
363366.6245876202,5800835.45257269,5.48
363365.8016417178,5800835.423077772,5.48
363364.99989897944,5800835.44530501,5.48
363364.1874424399,5800835.474507262,5.47
363363.3826638218,5800835.510174637,5.46
363362.58541182056,5800835.522260988,5.46
363361.8073897278,5800835.514893745,5.43
363361.0304833127,5800835.498591888,5.42
363360.23224463547,5800835.475090754,5.40
363359.4433545518,5800835.469138171,5.40
363358.65078108455,5800835.453271055,5.39
363357.85501756874,5800835.4452833375,5.39
363357.05826453044,5800835.426193432,5.37
363356.26640586485,5800835.386934389,5.36
363355.47631319705,5800835.337609729,5.35
363354.6871791928,5800835.298275397,5.34
363353.892842449,5800835.267989247,5.33
363353.037354127,5800835.244963601,5.32
363352.20753178553,5800835.237921115,5.32
363351.49616939004,5800835.249853805,5.30
363350.7522059034,5800835.241543978,5.31
363350.0069417306,5800835.235496276,5.30
363349.2960446512,5800835.239625552,5.30
363348.56195400085,5800835.267770509,5.29
363347.81541440816,5800835.314068361,5.29
363347.05831522483,5800835.372901853,5.29
363346.2813358639,5800835.452320251,5.29
363345.4955293154,5800835.557581973,5.27
363344.7133417593,5800835.695019773,5.27
363343.9075934187,5800835.818642309,5.26
363343.09413908934,5800835.9102023505,5.26
363342.253782513,5800835.965780283,5.25
363341.4206413346,5800836.011141503,5.25
363340.57477370824,5800836.064646585,5.25
363339.72587027424,5800836.1315917,5.25
363338.867245382,5800836.192128676,5.25
363337.9800138982,5800836.22897357,5.23
363337.0918264288,5800836.231342883,5.24
363336.1929587519,5800836.217313875,5.23
363335.29214005533,5800836.20667806,5.23
363334.3911979911,5800836.191593926,5.22
363333.48372171976,5800836.186707933,5.21
363332.56894296675,5800836.139731524,5.19
363331.6502340406,5800836.07394368,5.20
363330.7479068148,5800835.984329235,5.19
363329.8568202804,5800835.8821605025,5.19
363328.94405946834,5800835.785044886,5.17
363328.0352260914,5800835.731226585,5.17
363327.1372552848,5800835.724965181,5.17
363326.22949861817,5800835.734556981,5.15
363325.31502272247,5800835.747674214,5.15
363324.3892135823,5800835.770009715,5.14
363323.4965017751,5800835.805896219,5.13
363322.5878735613,5800835.85780595,5.11
363321.68231197237,5800835.897388065,5.12
363320.78851541557,5800835.943321929,5.12
363319.9062036695,5800836.010083992,5.10
363319.0214139813,5800836.0858187415,5.09
363318.1372438024,5800836.15931052,5.07
363317.2534772317,5800836.222774479,5.07
363316.36992920464,5800836.269537894,5.05
363315.4949897131,5800836.307158913,5.04
363314.60707706376,5800836.34402691,5.04
363313.72449044394,5800836.376295449,5.01
363312.86305109074,5800836.409090618,5.03
363311.98839182465,5800836.432235801,4.97
363311.1031756507,5800836.443431193,4.97
363310.19721578516,5800836.444072306,4.96
363309.28921497916,5800836.420284717,4.95
363308.4348701546,5800836.413929729,4.94
363307.6398183736,5800836.407043348,4.91
363306.8485451808,5800836.388922533,4.89
363306.04516763234,5800836.352216973,4.88
363305.2318551964,5800836.276832929,4.85
363304.40517370054,5800836.137267206,4.83
363303.6229587201,5800835.95417519,4.83
363302.8677464627,5800835.736945054,4.79
363302.1296868929,5800835.523691181,4.77
363301.4166764963,5800835.304177755,4.74
363300.6871635994,5800835.079557272,4.71
363299.94028448674,5800834.818690366,4.70
363299.1943666306,5800834.543328216,4.66
363298.46365300793,5800834.250849809,4.63
363297.7513027118,5800833.9322637,4.60
363297.05084330507,5800833.599992155,4.57
363296.3546276187,5800833.2486823965,4.55
363295.6495899241,5800832.874244934,4.51
363294.98331742024,5800832.496506349,4.48
363294.3366446595,5800832.112659312,4.46
363293.68458660453,5800831.706702206,4.43
363293.02782442106,5800831.27861614,4.39
363292.3981882619,5800830.820840341,4.34
363291.7884628293,5800830.343591728,4.31
363291.19372564857,5800829.841441951,4.28
363290.60899254365,5800829.306738427,4.24
363290.0208250829,5800828.746531779,4.19
363289.46953354013,5800828.188641221,4.15
363288.94678957044,5800827.627732885,4.12
363288.4190304564,5800827.058059906,4.08
363287.908768347,5800826.455625309,4.04
363287.3988812831,5800825.817565114,4.00
363286.93441447796,5800825.194939679,3.96
363286.5308165815,5800824.604015094,3.93
363286.13685257477,5800823.96719127,3.89
363285.73951343773,5800823.331574074,3.86
363285.32232504996,5800822.71765407,3.82
363284.87937524356,5800822.108900622,3.79
363284.40988533624,5800821.550967366,3.74
363283.91764130344,5800820.959163085,3.70
363283.3936002543,5800820.351546255,3.66
363282.89033374935,5800819.755595926,3.62
363282.42239332636,5800819.179812239,3.60
363281.98271796294,5800818.639972724,3.57
363281.54430738825,5800818.145730191,3.53
